State,County,Method of production,County_fips,County_full,State_ac,concatenated
North Carolina,Yadkin,Conventional,37197,Yadkin County,NC,"Yadkin County, NC"
North Carolina,Dare,Conventional,37055,Dare County,NC,"Dare County, NC"
North Carolina,Macon,Conventional,37113,Macon County,NC,"Macon County, NC"
North Carolina,Alexander,Conventional,37003,Alexander County,NC,"Alexander County, NC"
North Carolina,Scotland,Conventional,37165,Scotland County,NC,"Scotland County, NC"
North Carolina,Transylvania,Conventional,37175,Transylvania County,NC,"Transylvania County, NC"
North Carolina,Bladen,Conventional,37017,Bladen County,NC,"Bladen County, NC"
North Carolina,Cherokee,Conventional,37039,Cherokee County,NC,"Cherokee County, NC"
North Carolina,Currituck,Conventional,37053,Currituck County,NC,"Currituck County, NC"
North Carolina,Ashe,Conventional,37009,Ashe County,NC,"Ashe County, NC"
North Carolina,Montgomery,Conventional,37123,Montgomery County,NC,"Montgomery County, NC"
North Carolina,Caswell,Conventional,37033,Caswell County,NC,"Caswell County, NC"
North Carolina,Anson,Conventional,37007,Anson County,NC,"Anson County, NC"
North Carolina,Hertford,Conventional,37091,Hertford County,NC,"Hertford County, NC"
North Carolina,Madison,Conventional,37115,Madison County,NC,"Madison County, NC"
North Carolina,Greene,Conventional,37079,Greene County,NC,"Greene County, NC"
North Carolina,Polk,Conventional,37149,Polk County,NC,"Polk County, NC"
North Carolina,Warren,Conventional,37185,Warren County,NC,"Warren County, NC"
North Carolina,Yancey,Conventional,37199,Yancey County,NC,"Yancey County, NC"
North Carolina,Bertie,Conventional,37015,Bertie County,NC,"Bertie County, NC"
North Carolina,Avery,Conventional,37011,Avery County,NC,"Avery County, NC"
North Carolina,Northampton,Conventional,37131,Northampton County,NC,"Northampton County, NC"
North Carolina,Mitchell,Conventional,37121,Mitchell County,NC,"Mitchell County, NC"
North Carolina,Swain,Conventional,37173,Swain County,NC,"Swain County, NC"
North Carolina,Chowan,Conventional,37041,Chowan County,NC,"Chowan County, NC"
North Carolina,Perquimans,Conventional,37143,Perquimans County,NC,"Perquimans County, NC"
North Carolina,Pamlico,Conventional,37137,Pamlico County,NC,"Pamlico County, NC"
North Carolina,Clay,Conventional,37043,Clay County,NC,"Clay County, NC"
North Carolina,Alleghany,Conventional,37005,Alleghany County,NC,"Alleghany County, NC"
North Carolina,Camden,Conventional,37029,Camden County,NC,"Camden County, NC"
North Carolina,Gates,Conventional,37073,Gates County,NC,"Gates County, NC"
North Carolina,Jones,Conventional,37103,Jones County,NC,"Jones County, NC"
North Carolina,Graham,Conventional,37075,Graham County,NC,"Graham County, NC"
North Carolina,Hyde,Conventional,37095,Hyde County,NC,"Hyde County, NC"
North Carolina,Tyrrell,Conventional,37177,Tyrrell County,NC,"Tyrrell County, NC"
Ohio,Franklin,Conventional,39049,Franklin County,OH,"Franklin County, OH"
Ohio,Cuyahoga,Conventional,39035,Cuyahoga County,OH,"Cuyahoga County, OH"
Ohio,Hamilton,Conventional,39061,Hamilton County,OH,"Hamilton County, OH"
Ohio,Summit,Conventional,39153,Summit County,OH,"Summit County, OH"
Ohio,Montgomery,Conventional,39113,Montgomery County,OH,"Montgomery County, OH"
Ohio,Lucas,Conventional,39095,Lucas County,OH,"Lucas County, OH"
Ohio,Butler,Conventional,39017,Butler County,OH,"Butler County, OH"
Ohio,Stark,Conventional,39151,Stark County,OH,"Stark County, OH"
Ohio,Lorain,Conventional,39093,Lorain County,OH,"Lorain County, OH"
Ohio,Warren,Conventional,39165,Warren County,OH,"Warren County, OH"
Ohio,Lake,Conventional,39085,Lake County,OH,"Lake County, OH"
Ohio,Mahoning,Conventional,39099,Mahoning County,OH,"Mahoning County, OH"
Ohio,Delaware,Conventional,39041,Delaware County,OH,"Delaware County, OH"
Ohio,Clermont,Conventional,39025,Clermont County,OH,"Clermont County, OH"
Ohio,Trumbull,Conventional,39155,Trumbull County,OH,"Trumbull County, OH"
Ohio,Medina,Conventional,39103,Medina County,OH,"Medina County, OH"
Ohio,Licking,Conventional,39089,Licking County,OH,"Licking County, OH"
Ohio,Greene,Conventional,39057,Greene County,OH,"Greene County, OH"
Ohio,Portage,Conventional,39133,Portage County,OH,"Portage County, OH"
Ohio,Fairfield,Conventional,39045,Fairfield County,OH,"Fairfield County, OH"
Ohio,Clark,Conventional,39023,Clark County,OH,"Clark County, OH"
Ohio,Wood,Conventional,39173,Wood County,OH,"Wood County, OH"
Ohio,Richland,Conventional,39139,Richland County,OH,"Richland County, OH"
Ohio,Wayne,Conventional,39169,Wayne County,OH,"Wayne County, OH"
Ohio,Miami,Conventional,39109,Miami County,OH,"Miami County, OH"
Ohio,Allen,Conventional,39003,Allen County,OH,"Allen County, OH"
Ohio,Columbiana,Conventional,39029,Columbiana County,OH,"Columbiana County, OH"
Ohio,Ashtabula,Conventional,39007,Ashtabula County,OH,"Ashtabula County, OH"
Ohio,Geauga,Conventional,39055,Geauga County,OH,"Geauga County, OH"
Ohio,Tuscarawas,Conventional,39157,Tuscarawas County,OH,"Tuscarawas County, OH"
Ohio,Muskingum,Conventional,39119,Muskingum County,OH,"Muskingum County, OH"
Ohio,Ross,Conventional,39141,Ross County,OH,"Ross County, OH"
Ohio,Erie,Conventional,39043,Erie County,OH,"Erie County, OH"
Ohio,Hancock,Conventional,39063,Hancock County,OH,"Hancock County, OH"
Ohio,Scioto,Conventional,39145,Scioto County,OH,"Scioto County, OH"
Ohio,Belmont,Conventional,39013,Belmont County,OH,"Belmont County, OH"
Ohio,Marion,Conventional,39101,Marion County,OH,"Marion County, OH"
Ohio,Jefferson,Conventional,39081,Jefferson County,OH,"Jefferson County, OH"
Ohio,Union,Conventional,39159,Union County,OH,"Union County, OH"
Ohio,Knox,Conventional,39083,Knox County,OH,"Knox County, OH"
Ohio,Athens,Conventional,39009,Athens County,OH,"Athens County, OH"
Ohio,Washington,Conventional,39167,Washington County,OH,"Washington County, OH"
Ohio,Sandusky,Conventional,39143,Sandusky County,OH,"Sandusky County, OH"
Ohio,Pickaway,Conventional,39129,Pickaway County,OH,"Pickaway County, OH"
Ohio,Huron,Conventional,39077,Huron County,OH,"Huron County, OH"
Ohio,Lawrence,Conventional,39087,Lawrence County,OH,"Lawrence County, OH"
Ohio,Seneca,Conventional,39147,Seneca County,OH,"Seneca County, OH"
Ohio,Ashland,Conventional,39005,Ashland County,OH,"Ashland County, OH"
Ohio,Darke,Conventional,39037,Darke County,OH,"Darke County, OH"
Ohio,Shelby,Conventional,39149,Shelby County,OH,"Shelby County, OH"
Ohio,Auglaize,Conventional,39011,Auglaize County,OH,"Auglaize County, OH"
Ohio,Logan,Conventional,39091,Logan County,OH,"Logan County, OH"
Ohio,Holmes,Conventional,39075,Holmes County,OH,"Holmes County, OH"
Ohio,Madison,Conventional,39097,Madison County,OH,"Madison County, OH"
Ohio,Brown,Conventional,39015,Brown County,OH,"Brown County, OH"
Ohio,Highland,Conventional,39071,Highland County,OH,"Highland County, OH"
Ohio,Fulton,Conventional,39051,Fulton County,OH,"Fulton County, OH"
Ohio,Mercer,Conventional,39107,Mercer County,OH,"Mercer County, OH"
Ohio,Clinton,Conventional,39027,Clinton County,OH,"Clinton County, OH"
Ohio,Crawford,Conventional,39033,Crawford County,OH,"Crawford County, OH"
Ohio,Preble,Conventional,39135,Preble County,OH,"Preble County, OH"
Ohio,Ottawa,Conventional,39123,Ottawa County,OH,"Ottawa County, OH"
Ohio,Champaign,Conventional,39021,Champaign County,OH,"Champaign County, OH"
Ohio,Guernsey,Conventional,39059,Guernsey County,OH,"Guernsey County, OH"
Ohio,Defiance,Conventional,39039,Defiance County,OH,"Defiance County, OH"
Ohio,Williams,Conventional,39171,Williams County,OH,"Williams County, OH"
Ohio,Coshocton,Conventional,39031,Coshocton County,OH,"Coshocton County, OH"
Ohio,Perry,Conventional,39127,Perry County,OH,"Perry County, OH"
Ohio,Morrow,Conventional,39117,Morrow County,OH,"Morrow County, OH"
Ohio,Putnam,Conventional,39137,Putnam County,OH,"Putnam County, OH"
Ohio,Jackson,Conventional,39079,Jackson County,OH,"Jackson County, OH"
Ohio,Hardin,Conventional,39065,Hardin County,OH,"Hardin County, OH"
Ohio,Gallia,Conventional,39053,Gallia County,OH,"Gallia County, OH"
Ohio,Fayette,Conventional,39047,Fayette County,OH,"Fayette County, OH"
Ohio,Van Wert,Conventional,39161,Van Wert County,OH,"Van Wert County, OH"
Ohio,Hocking,Conventional,39073,Hocking County,OH,"Hocking County, OH"
Ohio,Henry,Conventional,39069,Henry County,OH,"Henry County, OH"
Ohio,Adams,Conventional,39001,Adams County,OH,"Adams County, OH"
Ohio,Pike,Conventional,39131,Pike County,OH,"Pike County, OH"
Ohio,Carroll,Conventional,39019,Carroll County,OH,"Carroll County, OH"
Ohio,Meigs,Conventional,39105,Meigs County,OH,"Meigs County, OH"
Ohio,Wyandot,Conventional,39175,Wyandot County,OH,"Wyandot County, OH"
Ohio,Paulding,Conventional,39125,Paulding County,OH,"Paulding County, OH"
Ohio,Harrison,Conventional,39067,Harrison County,OH,"Harrison County, OH"
Ohio,Noble,Conventional,39121,Noble County,OH,"Noble County, OH"
Ohio,Morgan,Conventional,39115,Morgan County,OH,"Morgan County, OH"
Ohio,Monroe,Conventional,39111,Monroe County,OH,"Monroe County, OH"
Ohio,Vinton,Conventional,39163,Vinton County,OH,"Vinton County, OH"
South Carolina,Greenville,Conventional,45045,Greenville County,SC,"Greenville County, SC"
South Carolina,Richland,Conventional,45079,Richland County,SC,"Richland County, SC"
South Carolina,Charleston,Conventional,45019,Charleston County,SC,"Charleston County, SC"
South Carolina,Horry,Conventional,45051,Horry County,SC,"Horry County, SC"
South Carolina,Spartanburg,Conventional,45083,Spartanburg County,SC,"Spartanburg County, SC"
South Carolina,Lexington,Conventional,45063,Lexington County,SC,"Lexington County, SC"
South Carolina,York,Conventional,45091,York County,SC,"York County, SC"
South Carolina,Berkeley,Conventional,45015,Berkeley County,SC,"Berkeley County, SC"
South Carolina,Anderson,Conventional,45007,Anderson County,SC,"Anderson County, SC"
South Carolina,Beaufort,Conventional,45013,Beaufort County,SC,"Beaufort County, SC"
South Carolina,Aiken,Conventional,45003,Aiken County,SC,"Aiken County, SC"
South Carolina,Dorchester,Conventional,45035,Dorchester County,SC,"Dorchester County, SC"
South Carolina,Florence,Conventional,45041,Florence County,SC,"Florence County, SC"
South Carolina,Pickens,Conventional,45077,Pickens County,SC,"Pickens County, SC"
South Carolina,Sumter,Conventional,45085,Sumter County,SC,"Sumter County, SC"
South Carolina,Lancaster,Conventional,45057,Lancaster County,SC,"Lancaster County, SC"
South Carolina,Orangeburg,Conventional,45075,Orangeburg County,SC,"Orangeburg County, SC"
South Carolina,Oconee,Conventional,45073,Oconee County,SC,"Oconee County, SC"
South Carolina,Greenwood,Conventional,45047,Greenwood County,SC,"Greenwood County, SC"
South Carolina,Laurens,Conventional,45059,Laurens County,SC,"Laurens County, SC"
South Carolina,Kershaw,Conventional,45055,Kershaw County,SC,"Kershaw County, SC"
South Carolina,Georgetown,Conventional,45043,Georgetown County,SC,"Georgetown County, SC"
South Carolina,Darlington,Conventional,45031,Darlington County,SC,"Darlington County, SC"
South Carolina,Cherokee,Conventional,45021,Cherokee County,SC,"Cherokee County, SC"
South Carolina,Chesterfield,Conventional,45025,Chesterfield County,SC,"Chesterfield County, SC"
South Carolina,Colleton,Conventional,45029,Colleton County,SC,"Colleton County, SC"
South Carolina,Newberry,Conventional,45071,Newberry County,SC,"Newberry County, SC"
South Carolina,Chester,Conventional,45023,Chester County,SC,"Chester County, SC"
South Carolina,Clarendon,Conventional,45027,Clarendon County,SC,"Clarendon County, SC"
South Carolina,Williamsburg,Conventional,45089,Williamsburg County,SC,"Williamsburg County, SC"
South Carolina,Jasper,Conventional,45053,Jasper County,SC,"Jasper County, SC"
South Carolina,Marion,Conventional,45067,Marion County,SC,"Marion County, SC"
South Carolina,Dillon,Conventional,45033,Dillon County,SC,"Dillon County, SC"
South Carolina,Union,Conventional,45087,Union County,SC,"Union County, SC"
South Carolina,Marlboro,Conventional,45069,Marlboro County,SC,"Marlboro County, SC"
South Carolina,Edgefield,Conventional,45037,Edgefield County,SC,"Edgefield County, SC"
South Carolina,Abbeville,Conventional,45001,Abbeville County,SC,"Abbeville County, SC"
South Carolina,Fairfield,Conventional,45039,Fairfield County,SC,"Fairfield County, SC"
South Carolina,Barnwell,Conventional,45011,Barnwell County,SC,"Barnwell County, SC"
South Carolina,Saluda,Conventional,45081,Saluda County,SC,"Saluda County, SC"
South Carolina,Hampton,Conventional,45049,Hampton County,SC,"Hampton County, SC"
South Carolina,Lee,Conventional,45061,Lee County,SC,"Lee County, SC"
South Carolina,Calhoun,Conventional,45017,Calhoun County,SC,"Calhoun County, SC"
South Carolina,Bamberg,Conventional,45009,Bamberg County,SC,"Bamberg County, SC"
South Carolina,McCormick,Conventional,45065,McCormick County,SC,"McCormick County, SC"
South Carolina,Allendale,Conventional,45005,Allendale County,SC,"Allendale County, SC"
Tennessee,Shelby,Conventional,47157,Shelby County,TN,"Shelby County, TN"
Tennessee,Davidson,Conventional,47037,Davidson County,TN,"Davidson County, TN"
Tennessee,Knox,Conventional,47093,Knox County,TN,"Knox County, TN"
Tennessee,Hamilton,Conventional,47065,Hamilton County,TN,"Hamilton County, TN"
Tennessee,Rutherford,Conventional,47149,Rutherford County,TN,"Rutherford County, TN"
Tennessee,Williamson,Conventional,47187,Williamson County,TN,"Williamson County, TN"
Tennessee,Montgomery,Conventional,47125,Montgomery County,TN,"Montgomery County, TN"
Tennessee,Sumner,Conventional,47165,Sumner County,TN,"Sumner County, TN"
Tennessee,Sullivan,Conventional,47163,Sullivan County,TN,"Sullivan County, TN"
Tennessee,Wilson,Conventional,47189,Wilson County,TN,"Wilson County, TN"
Tennessee,Blount,Conventional,47009,Blount County,TN,"Blount County, TN"
Tennessee,Washington,Conventional,47179,Washington County,TN,"Washington County, TN"
Tennessee,Bradley,Conventional,47011,Bradley County,TN,"Bradley County, TN"
Tennessee,Maury,Conventional,47119,Maury County,TN,"Maury County, TN"
Tennessee,Madison,Conventional,47113,Madison County,TN,"Madison County, TN"
Tennessee,Sevier,Conventional,47155,Sevier County,TN,"Sevier County, TN"
Tennessee,Putnam,Conventional,47141,Putnam County,TN,"Putnam County, TN"
Tennessee,Anderson,Conventional,47001,Anderson County,TN,"Anderson County, TN"
Tennessee,Robertson,Conventional,47147,Robertson County,TN,"Robertson County, TN"
Tennessee,Greene,Conventional,47059,Greene County,TN,"Greene County, TN"
Tennessee,Hamblen,Conventional,47063,Hamblen County,TN,"Hamblen County, TN"
Tennessee,Cumberland,Conventional,47035,Cumberland County,TN,"Cumberland County, TN"
Tennessee,Tipton,Conventional,47167,Tipton County,TN,"Tipton County, TN"
Tennessee,Coffee,Conventional,47031,Coffee County,TN,"Coffee County, TN"
Tennessee,Hawkins,Conventional,47073,Hawkins County,TN,"Hawkins County, TN"
Tennessee,Carter,Conventional,47019,Carter County,TN,"Carter County, TN"
Tennessee,Loudon,Conventional,47105,Loudon County,TN,"Loudon County, TN"
Tennessee,Jefferson,Conventional,47089,Jefferson County,TN,"Jefferson County, TN"
Tennessee,Dickson,Conventional,47043,Dickson County,TN,"Dickson County, TN"
Tennessee,Roane,Conventional,47145,Roane County,TN,"Roane County, TN"
Tennessee,McMinn,Conventional,47107,McMinn County,TN,"McMinn County, TN"
Tennessee,Bedford,Conventional,47003,Bedford County,TN,"Bedford County, TN"
Tennessee,Gibson,Conventional,47053,Gibson County,TN,"Gibson County, TN"
Tennessee,Monroe,Conventional,47123,Monroe County,TN,"Monroe County, TN"
Tennessee,Lawrence,Conventional,47099,Lawrence County,TN,"Lawrence County, TN"
Tennessee,Franklin,Conventional,47051,Franklin County,TN,"Franklin County, TN"
Tennessee,Fayette,Conventional,47047,Fayette County,TN,"Fayette County, TN"
Tennessee,Cheatham,Conventional,47021,Cheatham County,TN,"Cheatham County, TN"
Tennessee,Warren,Conventional,47177,Warren County,TN,"Warren County, TN"
Tennessee,Campbell,Conventional,47013,Campbell County,TN,"Campbell County, TN"
Tennessee,Dyer,Conventional,47045,Dyer County,TN,"Dyer County, TN"
Tennessee,Cocke,Conventional,47029,Cocke County,TN,"Cocke County, TN"
Tennessee,Lincoln,Conventional,47103,Lincoln County,TN,"Lincoln County, TN"
Tennessee,Marshall,Conventional,47117,Marshall County,TN,"Marshall County, TN"
Tennessee,Rhea,Conventional,47143,Rhea County,TN,"Rhea County, TN"
Tennessee,Weakley,Conventional,47183,Weakley County,TN,"Weakley County, TN"
Tennessee,Henry,Conventional,47079,Henry County,TN,"Henry County, TN"
Tennessee,Claiborne,Conventional,47025,Claiborne County,TN,"Claiborne County, TN"
Tennessee,Obion,Conventional,47131,Obion County,TN,"Obion County, TN"
Tennessee,Giles,Conventional,47055,Giles County,TN,"Giles County, TN"
Tennessee,Marion,Conventional,47115,Marion County,TN,"Marion County, TN"
Tennessee,Carroll,Conventional,47017,Carroll County,TN,"Carroll County, TN"
